estacion,fecha,hora_unix,fecha_hora,temp_c,humedad_pct,viento_kmh,viento_rafaga_kmh,direcc_grados,presion_relativa_hpa,presion_absoluta_hpa,lluvia_diaria_mm,solar_wm2
INTA_POCITO,2026-08-06,1786012200,2026-08-06 07:30:00,14.1,80,6.8,7.2,178,1014.0,933.4,0.0,0.0
ECOHUMUS,2026-08-06,1785985200,2026-08-06 00:00:00,12.7,71,6.6,16.6,356,935.1,935.1,0.0,0.0
ECOHUMUS,2026-08-06,1785985500,2026-08-06 00:05:00,13.4,69,4.8,13.0,345,935.2,935.2,0.0,0.0
ECOHUMUS,2026-08-06,1785985800,2026-08-06 00:10:00,13.5,69,4.8,9.4,309,935.2,935.2,0.0,0.0
ECOHUMUS,2026-08-06,1785986100,2026-08-06 00:15:00,13.2,70,4.0,7.2,315,935.1,935.1,0.0,0.0
ECOHUMUS,2026-08-06,1785986400,2026-08-06 00:20:00,13.2,70,3.6,7.2,348,935.0,935.0,0.0,0.0
ECOHUMUS,2026-08-06,1785986700,2026-08-06 00:25:00,13.7,68,5.5,11.2,31,934.7,934.7,0.0,0.0
ECOHUMUS,2026-08-06,1785987000,2026-08-06 00:30:00,13.7,68,4.2,9.4,12,934.7,934.7,0.0,0.0
ECOHUMUS,2026-08-06,1785987300,2026-08-06 00:35:00,13.7,67,3.5,9.4,0,934.6,934.6,0.0,0.0
ECOHUMUS,2026-08-06,1785987600,2026-08-06 00:40:00,13.5,67,2.4,5.4,25,934.6,934.6,0.0,0.0
ECOHUMUS,2026-08-06,1785987900,2026-08-06 00:45:00,14.0,65,2.7,7.2,347,934.8,934.8,0.0,0.0
ECOHUMUS,2026-08-06,1785988200,2026-08-06 00:50:00,13.5,67,4.7,7.2,144,934.7,934.7,0.0,0.0
ECOHUMUS,2026-08-06,1785988500,2026-08-06 00:55:00,12.2,70,2.5,7.2,159,934.7,934.7,0.0,0.0
ECOHUMUS,2026-08-06,1785988800,2026-08-06 01:00:00,12.1,70,1.0,3.6,159,934.8,934.8,0.0,0.0
ECOHUMUS,2026-08-06,1785989100,2026-08-06 01:05:00,11.7,71,1.9,3.6,198,934.8,934.8,0.0,0.0
ECOHUMUS,2026-08-06,1785989400,2026-08-06 01:10:00,11.2,73,2.4,3.6,196,934.6,934.6,0.0,0.0
ECOHUMUS,2026-08-06,1785989700,2026-08-06 01:15:00,11.7,72,1.7,5.4,163,934.7,934.7,0.0,0.0
ECOHUMUS,2026-08-06,1785990000,2026-08-06 01:20:00,11.9,71,1.3,5.4,121,934.5,934.5,0.0,0.0
ECOHUMUS,2026-08-06,1785990300,2026-08-06 01:25:00,11.9,70,1.4,3.6,202,934.5,934.5,0.0,0.0
ECOHUMUS,2026-08-06,1785990600,2026-08-06 01:30:00,12.0,70,1.0,5.4,186,934.4,934.4,0.0,0.0
ECOHUMUS,2026-08-06,1785990900,2026-08-06 01:35:00,12.8,66,2.3,11.2,245,934.2,934.2,0.0,0.0
ECOHUMUS,2026-08-06,1785991200,2026-08-06 01:40:00,14.3,60,1.4,11.2,224,934.2,934.2,0.0,0.0
ECOHUMUS,2026-08-06,1785991500,2026-08-06 01:45:00,13.8,61,1.7,5.4,258,934.1,934.1,0.0,0.0
ECOHUMUS,2026-08-06,1785991800,2026-08-06 01:50:00,14.3,58,1.7,5.4,290,933.9,933.9,0.0,0.0
ECOHUMUS,2026-08-06,1785992100,2026-08-06 01:55:00,14.7,55,2.9,7.2,291,933.9,933.9,0.0,0.0
ECOHUMUS,2026-08-06,1785992400,2026-08-06 02:00:00,15.6,49,3.2,9.4,315,933.8,933.8,0.0,0.0
ECOHUMUS,2026-08-06,1785992700,2026-08-06 02:05:00,15.7,51,0.3,1.8,331,933.9,933.9,0.0,0.0
ECOHUMUS,2026-08-06,1785993000,2026-08-06 02:10:00,14.8,52,0.1,1.8,331,933.9,933.9,0.0,0.0
ECOHUMUS,2026-08-06,1785993300,2026-08-06 02:15:00,14.7,47,2.7,5.4,259,934.1,934.1,0.0,0.0
ECOHUMUS,2026-08-06,1785993600,2026-08-06 02:20:00,16.3,37,2.4,5.4,256,934.0,934.0,0.0,0.0
ECOHUMUS,2026-08-06,1785993900,2026-08-06 02:25:00,15.9,45,1.5,5.4,213,933.9,933.9,0.0,0.0
ECOHUMUS,2026-08-06,1785994200,2026-08-06 02:30:00,13.8,49,5.3,14.8,217,933.6,933.6,0.0,0.0
ECOHUMUS,2026-08-06,1785994500,2026-08-06 02:35:00,15.0,43,1.9,9.4,351,933.8,933.8,0.0,0.0
ECOHUMUS,2026-08-06,1785994800,2026-08-06 02:40:00,14.7,44,1.1,1.8,215,933.6,933.6,0.0,0.0
ECOHUMUS,2026-08-06,1785995100,2026-08-06 02:45:00,14.8,33,4.4,25.6,124,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785995400,2026-08-06 02:50:00,21.8,15,14.3,29.5,327,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785995700,2026-08-06 02:55:00,23.5,14,14.1,43.9,290,933.4,933.4,0.0,0.0
ECOHUMUS,2026-08-06,1785996000,2026-08-06 03:00:00,24.2,13,16.3,33.1,299,933.4,933.4,0.0,0.0
ECOHUMUS,2026-08-06,1785996300,2026-08-06 03:05:00,24.3,12,20.5,36.7,314,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785996600,2026-08-06 03:10:00,24.7,12,18.6,42.1,323,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785996900,2026-08-06 03:15:00,24.7,12,21.2,36.7,324,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785997200,2026-08-06 03:20:00,24.4,12,16.3,33.1,335,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785997500,2026-08-06 03:25:00,24.2,12,15.3,31.3,319,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785997800,2026-08-06 03:30:00,23.8,13,10.9,20.2,305,933.6,933.6,0.0,0.0
ECOHUMUS,2026-08-06,1785998100,2026-08-06 03:35:00,23.8,12,13.8,22.0,288,933.6,933.6,0.0,0.0
ECOHUMUS,2026-08-06,1785998400,2026-08-06 03:40:00,23.8,12,14.2,31.3,334,933.6,933.6,0.0,0.0
ECOHUMUS,2026-08-06,1785998700,2026-08-06 03:45:00,23.8,12,13.9,31.3,354,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785999000,2026-08-06 03:50:00,24.0,12,13.3,23.8,325,933.5,933.5,0.0,0.0
ECOHUMUS,2026-08-06,1785999300,2026-08-06 03:55:00,23.5,13,8.6,20.2,316,933.6,933.6,0.0,0.0
ECOHUMUS,2026-08-06,1785999600,2026-08-06 04:00:00,23.2,13,8.9,16.6,312,933.8,933.8,0.0,0.0
ECOHUMUS,2026-08-06,1785999900,2026-08-06 04:05:00,22.8,13,5.9,14.8,280,933.8,933.8,0.0,0.0
ECOHUMUS,2026-08-06,1786000200,2026-08-06 04:10:00,22.3,14,3.9,9.4,275,933.7,933.7,0.0,0.0
