estacion,fecha,hora_unix,fecha_hora,temp_c,humedad_pct,viento_kmh,viento_rafaga_kmh,direcc_grados,presion_relativa_hpa,presion_absoluta_hpa,lluvia_diaria_mm,solar_wm2
INTA_POCITO,2026-07-31,1785466800,2026-07-31 00:00:00,10.3,83,0.0,0.0,119,1008.7,928.1,0.0,0.0
INTA_POCITO,2026-07-31,1785467100,2026-07-31 00:05:00,10.0,83,0.0,0.0,139,1008.7,928.1,0.0,0.0
INTA_POCITO,2026-07-31,1785467400,2026-07-31 00:10:00,9.6,84,0.0,0.0,170,1008.7,928.1,0.0,0.0
INTA_POCITO,2026-07-31,1785467700,2026-07-31 00:15:00,9.4,85,0.0,0.0,170,1008.6,928.0,0.0,0.0
INTA_POCITO,2026-07-31,1785468000,2026-07-31 00:20:00,9.3,86,0.0,0.0,173,1008.7,928.1,0.0,0.0
INTA_POCITO,2026-07-31,1785468300,2026-07-31 00:25:00,9.1,86,0.0,0.0,177,1008.7,928.1,0.0,0.0
INTA_POCITO,2026-07-31,1785468600,2026-07-31 00:30:00,8.9,87,0.0,0.0,165,1008.6,928.0,0.0,0.0
INTA_POCITO,2026-07-31,1785468900,2026-07-31 00:35:00,8.8,87,0.0,0.0,167,1008.6,928.0,0.0,0.0
INTA_POCITO,2026-07-31,1785469200,2026-07-31 00:40:00,8.8,88,0.0,0.0,187,1008.6,928.0,0.0,0.0
INTA_POCITO,2026-07-31,1785469500,2026-07-31 00:45:00,8.7,88,0.0,0.0,166,1008.4,927.8,0.0,0.0
INTA_POCITO,2026-07-31,1785469800,2026-07-31 00:50:00,8.8,88,0.0,0.0,196,1008.5,927.9,0.0,0.0
INTA_POCITO,2026-07-31,1785470100,2026-07-31 00:55:00,8.8,88,0.0,0.0,147,1008.5,927.9,0.0,0.0
INTA_POCITO,2026-07-31,1785470400,2026-07-31 01:00:00,9.1,88,0.0,0.0,136,1008.4,927.8,0.0,0.0
INTA_POCITO,2026-07-31,1785470700,2026-07-31 01:05:00,9.0,88,0.0,0.0,143,1008.2,927.6,0.0,0.0
INTA_POCITO,2026-07-31,1785471000,2026-07-31 01:10:00,8.7,88,0.0,0.0,149,1008.2,927.6,0.0,0.0
INTA_POCITO,2026-07-31,1785471300,2026-07-31 01:15:00,8.3,88,0.0,0.0,158,1008.3,927.7,0.0,0.0
