estacion,fecha,hora_unix,fecha_hora,temp_c,humedad_pct,viento_kmh,viento_rafaga_kmh,direcc_grados,presion_relativa_hpa,presion_absoluta_hpa,lluvia_diaria_mm,solar_wm2
INTA_POCITO,2026-08-11,1786417200,2026-08-11 00:00:00,4.8,57,0.0,0.0,165,1027.1,946.5,0.0,
INTA_POCITO,2026-08-11,1786417500,2026-08-11 00:05:00,4.5,57,0.0,0.0,162,1027.1,946.5,0.0,
INTA_POCITO,2026-08-11,1786417800,2026-08-11 00:10:00,4.5,58,0.0,0.0,148,1027.3,946.7,0.0,
INTA_POCITO,2026-08-11,1786418100,2026-08-11 00:15:00,4.5,58,0.0,0.0,137,1027.2,946.6,0.0,
INTA_POCITO,2026-08-11,1786418400,2026-08-11 00:20:00,4.5,59,0.0,0.0,125,1027.1,946.5,0.0,
INTA_POCITO,2026-08-11,1786418700,2026-08-11 00:25:00,4.5,60,0.0,0.0,136,1027.0,946.4,0.0,
INTA_POCITO,2026-08-11,1786419000,2026-08-11 00:30:00,4.4,58,0.0,0.0,126,1027.0,946.4,0.0,
INTA_POCITO,2026-08-11,1786419300,2026-08-11 00:35:00,4.7,57,0.0,0.0,135,1026.9,946.3,0.0,
INTA_POCITO,2026-08-11,1786419600,2026-08-11 00:40:00,4.4,58,0.0,0.0,136,1026.9,946.3,0.0,
INTA_POCITO,2026-08-11,1786419900,2026-08-11 00:45:00,4.4,58,0.0,0.0,145,1026.9,946.4,0.0,
INTA_POCITO,2026-08-11,1786420200,2026-08-11 00:50:00,4.3,58,0.0,0.0,138,1026.8,946.3,0.0,
INTA_POCITO,2026-08-11,1786420500,2026-08-11 00:55:00,4.1,58,0.0,0.0,141,1026.8,946.2,0.0,
INTA_POCITO,2026-08-11,1786420800,2026-08-11 01:00:00,3.9,59,0.0,0.0,181,1026.9,946.3,0.0,
INTA_POCITO,2026-08-11,1786421100,2026-08-11 01:05:00,3.5,60,0.0,0.0,192,1026.9,946.3,0.0,
INTA_POCITO,2026-08-11,1786421400,2026-08-11 01:10:00,3.1,62,0.0,0.0,180,1027.0,946.4,0.0,
INTA_POCITO,2026-08-11,1786421700,2026-08-11 01:15:00,2.8,64,0.0,0.0,180,1027.0,946.4,0.0,
INTA_POCITO,2026-08-11,1786422000,2026-08-11 01:20:00,2.6,65,0.0,0.0,180,1026.7,946.2,0.0,
INTA_POCITO,2026-08-11,1786422300,2026-08-11 01:25:00,2.3,66,0.0,0.0,180,1026.8,946.2,0.0,
INTA_POCITO,2026-08-11,1786422600,2026-08-11 01:30:00,2.1,67,0.0,0.0,180,1026.8,946.2,0.0,
INTA_POCITO,2026-08-11,1786422900,2026-08-11 01:35:00,1.7,69,0.0,0.0,181,1026.7,946.1,0.0,
INTA_POCITO,2026-08-11,1786423200,2026-08-11 01:40:00,1.4,70,0.0,0.0,181,1026.7,946.1,0.0,
INTA_POCITO,2026-08-11,1786423500,2026-08-11 01:45:00,1.3,71,0.0,0.0,180,1026.7,946.1,0.0,
