estacion,fecha,hora_unix,fecha_hora,temp_c,humedad_pct,viento_kmh,viento_rafaga_kmh,direcc_grados,presion_relativa_hpa,presion_absoluta_hpa,lluvia_diaria_mm,solar_wm2
INTA_POCITO,2026-07-05,1783220400,2026-07-05 00:00:00,2.2,83,0.0,0.0,164,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783220700,2026-07-05 00:05:00,2.0,84,0.0,0.0,164,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783221000,2026-07-05 00:10:00,1.8,84,0.0,0.0,155,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783221300,2026-07-05 00:15:00,1.6,85,0.0,0.0,156,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783221600,2026-07-05 00:20:00,1.6,85,0.0,0.0,134,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783221900,2026-07-05 00:25:00,1.6,85,0.0,0.0,159,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783222200,2026-07-05 00:30:00,1.0,86,0.0,0.0,169,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783222500,2026-07-05 00:35:00,0.6,86,0.0,0.0,165,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783222800,2026-07-05 00:40:00,0.5,86,0.0,0.0,157,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783223100,2026-07-05 00:45:00,0.9,86,0.0,0.0,132,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783223400,2026-07-05 00:50:00,1.3,87,0.0,0.0,134,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783223700,2026-07-05 00:55:00,1.3,87,0.0,0.0,137,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783224000,2026-07-05 01:00:00,1.1,87,0.0,0.0,137,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783224300,2026-07-05 01:05:00,0.8,87,0.0,0.0,137,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783224600,2026-07-05 01:10:00,0.6,87,0.0,0.0,137,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783224900,2026-07-05 01:15:00,0.8,87,0.0,0.0,137,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783225200,2026-07-05 01:20:00,1.2,87,0.0,0.0,130,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783225500,2026-07-05 01:25:00,0.6,87,0.0,0.0,136,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783225800,2026-07-05 01:30:00,0.5,87,0.0,0.0,137,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783226100,2026-07-05 01:35:00,0.5,87,0.0,0.0,154,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783226400,2026-07-05 01:40:00,1.0,88,0.0,0.0,159,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783226700,2026-07-05 01:45:00,1.2,88,0.0,0.0,143,1027.3,946.7,0.0,
INTA_POCITO,2026-07-05,1783227000,2026-07-05 01:50:00,1.0,88,0.0,0.0,140,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783227300,2026-07-05 01:55:00,1.0,88,0.0,0.0,133,1027.0,946.4,0.0,
INTA_POCITO,2026-07-05,1783227600,2026-07-05 02:00:00,0.5,88,0.0,0.0,156,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783227900,2026-07-05 02:05:00,0.2,88,0.0,0.0,132,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783228200,2026-07-05 02:10:00,0.0,88,0.0,0.0,132,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783228500,2026-07-05 02:15:00,0.0,88,0.0,0.0,135,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783228800,2026-07-05 02:20:00,0.0,88,0.0,0.0,135,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783229100,2026-07-05 02:25:00,0.0,88,0.0,0.0,133,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783229400,2026-07-05 02:30:00,0.1,88,0.0,0.0,163,1027.2,946.6,0.0,
INTA_POCITO,2026-07-05,1783229700,2026-07-05 02:35:00,-0.4,88,0.0,0.0,163,1027.0,946.4,0.0,
INTA_POCITO,2026-07-05,1783230000,2026-07-05 02:40:00,-0.3,89,0.0,0.0,165,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783230300,2026-07-05 02:45:00,-0.6,89,0.0,0.0,157,1027.1,946.5,0.0,
INTA_POCITO,2026-07-05,1783230600,2026-07-05 02:50:00,-0.2,89,0.0,0.0,128,1027.0,946.4,0.0,
INTA_POCITO,2026-07-05,1783230900,2026-07-05 02:55:00,0.0,89,0.0,0.0,151,1026.9,946.3,0.0,
INTA_POCITO,2026-07-05,1783231200,2026-07-05 03:00:00,0.6,89,0.0,0.0,253,1026.9,946.3,0.0,
INTA_POCITO,2026-07-05,1783231500,2026-07-05 03:05:00,0.8,89,0.0,0.0,272,1026.9,946.3,0.0,
INTA_POCITO,2026-07-05,1783231800,2026-07-05 03:10:00,0.3,89,0.0,0.0,272,1026.9,946.3,0.0,
INTA_POCITO,2026-07-05,1783232100,2026-07-05 03:15:00,0.2,89,0.0,0.0,273,1026.7,946.2,0.0,
INTA_POCITO,2026-07-05,1783232400,2026-07-05 03:20:00,0.5,89,0.0,0.0,272,1026.7,946.2,0.0,
INTA_POCITO,2026-07-05,1783232700,2026-07-05 03:25:00,0.4,89,0.0,0.0,272,1026.8,946.2,0.0,
INTA_POCITO,2026-07-05,1783233000,2026-07-05 03:30:00,0.3,89,0.0,0.0,272,1026.8,946.2,0.0,
INTA_POCITO,2026-07-05,1783233300,2026-07-05 03:35:00,0.2,89,0.0,0.0,272,1026.8,946.2,0.0,
INTA_POCITO,2026-07-05,1783233600,2026-07-05 03:40:00,-0.2,89,0.0,0.0,272,1026.7,946.1,0.0,
INTA_POCITO,2026-07-05,1783233900,2026-07-05 03:45:00,0.0,89,0.2,3.6,330,1027.0,946.4,0.0,
INTA_POCITO,2026-07-05,1783234200,2026-07-05 03:50:00,0.6,89,0.0,0.0,326,1026.9,946.3,0.0,
INTA_POCITO,2026-07-05,1783234500,2026-07-05 03:55:00,0.4,89,0.0,0.0,327,1026.7,946.1,0.0,
INTA_POCITO,2026-07-05,1783234800,2026-07-05 04:00:00,0.1,89,0.1,1.8,337,1026.6,946.0,0.0,
INTA_POCITO,2026-07-05,1783235100,2026-07-05 04:05:00,0.4,89,0.0,0.0,333,1026.5,945.9,0.0,
INTA_POCITO,2026-07-05,1783235400,2026-07-05 04:10:00,0.3,89,0.0,0.0,328,1026.6,946.0,0.0,
INTA_POCITO,2026-07-05,1783235700,2026-07-05 04:15:00,0.3,89,0.0,0.0,324,1026.5,945.9,0.0,
INTA_POCITO,2026-07-05,1783236000,2026-07-05 04:20:00,0.3,88,0.0,0.0,290,1026.5,945.8,0.0,
