estacion,fecha,hora_unix,fecha_hora,temp_c,humedad_pct,viento_kmh,viento_rafaga_kmh,direcc_grados,presion_relativa_hpa,presion_absoluta_hpa,lluvia_diaria_mm,solar_wm2
INTA_POCITO,2026-08-06,1786012200,2026-08-06 07:30:00,14.1,80,6.8,7.2,178,1014.0,933.4,0.0,
PUNTA_NEGRA,2026-08-06,1785985200,2026-08-06 00:00:00,23.9,11,6.6,25.6,41,997.5,905.1,0.0,
PUNTA_NEGRA,2026-08-06,1785985500,2026-08-06 00:05:00,24.0,11,2.4,7.2,232,997.5,905.1,0.0,
PUNTA_NEGRA,2026-08-06,1785985800,2026-08-06 00:10:00,23.8,11,3.4,7.2,297,997.5,905.1,0.0,
PUNTA_NEGRA,2026-08-06,1785986100,2026-08-06 00:15:00,23.4,11,1.7,5.4,233,997.4,905.0,0.0,
PUNTA_NEGRA,2026-08-06,1785986400,2026-08-06 00:20:00,23.3,12,3.6,13.0,286,997.2,904.8,0.0,
PUNTA_NEGRA,2026-08-06,1785986700,2026-08-06 00:25:00,23.7,11,4.2,11.2,267,997.3,904.9,0.0,
PUNTA_NEGRA,2026-08-06,1785987000,2026-08-06 00:30:00,23.6,11,4.0,9.4,260,997.2,904.8,0.0,
PUNTA_NEGRA,2026-08-06,1785987300,2026-08-06 00:35:00,23.6,11,3.7,7.2,202,997.4,905.0,0.0,
PUNTA_NEGRA,2026-08-06,1785987600,2026-08-06 00:40:00,23.6,11,2.4,5.4,243,997.2,904.8,0.0,
PUNTA_NEGRA,2026-08-06,1785987900,2026-08-06 00:45:00,23.1,12,1.7,5.4,166,997.3,904.9,0.0,
PUNTA_NEGRA,2026-08-06,1785988200,2026-08-06 00:50:00,23.1,12,5.0,13.0,275,997.3,904.9,0.0,
PUNTA_NEGRA,2026-08-06,1785988500,2026-08-06 00:55:00,23.4,12,3.6,9.4,306,997.1,904.7,0.0,
PUNTA_NEGRA,2026-08-06,1785988800,2026-08-06 01:00:00,23.2,12,4.3,7.2,224,997.1,904.7,0.0,
PUNTA_NEGRA,2026-08-06,1785989100,2026-08-06 01:05:00,23.2,12,1.7,7.2,215,996.9,904.5,0.0,
PUNTA_NEGRA,2026-08-06,1785989400,2026-08-06 01:10:00,22.8,12,1.1,7.2,201,996.8,904.4,0.0,
PUNTA_NEGRA,2026-08-06,1785989700,2026-08-06 01:15:00,23.0,12,3.7,9.4,281,996.7,904.3,0.0,
PUNTA_NEGRA,2026-08-06,1785990000,2026-08-06 01:20:00,23.2,12,1.9,5.4,338,996.6,904.2,0.0,
PUNTA_NEGRA,2026-08-06,1785990300,2026-08-06 01:25:00,22.7,12,2.8,13.0,254,996.8,904.4,0.0,
PUNTA_NEGRA,2026-08-06,1785990600,2026-08-06 01:30:00,22.5,13,2.0,3.6,47,996.6,904.2,0.0,
PUNTA_NEGRA,2026-08-06,1785990900,2026-08-06 01:35:00,22.8,12,3.9,9.4,218,996.5,904.1,0.0,
PUNTA_NEGRA,2026-08-06,1785991200,2026-08-06 01:40:00,22.8,12,2.3,5.4,179,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785991500,2026-08-06 01:45:00,22.7,12,2.0,3.6,300,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785991800,2026-08-06 01:50:00,22.4,13,0.4,1.8,264,996.1,903.7,0.0,
PUNTA_NEGRA,2026-08-06,1785992100,2026-08-06 01:55:00,22.0,13,1.0,3.6,240,996.1,903.6,0.0,
PUNTA_NEGRA,2026-08-06,1785992400,2026-08-06 02:00:00,22.3,13,1.2,3.6,80,996.1,903.7,0.0,
PUNTA_NEGRA,2026-08-06,1785992700,2026-08-06 02:05:00,22.3,13,2.8,5.4,264,996.4,904.0,0.0,
PUNTA_NEGRA,2026-08-06,1785993000,2026-08-06 02:10:00,22.3,13,3.1,7.2,254,996.3,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1785993300,2026-08-06 02:15:00,22.5,12,4.4,11.2,252,996.4,904.0,0.0,
PUNTA_NEGRA,2026-08-06,1785993600,2026-08-06 02:20:00,22.6,13,2.3,5.4,54,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785993900,2026-08-06 02:25:00,22.4,12,6.3,14.8,359,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785994200,2026-08-06 02:30:00,23.3,12,9.8,20.2,275,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785994500,2026-08-06 02:35:00,23.3,12,7.1,13.0,288,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785994800,2026-08-06 02:40:00,23.0,12,3.2,5.4,46,996.3,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1785995100,2026-08-06 02:45:00,22.7,13,2.8,11.2,196,996.5,904.0,0.0,
PUNTA_NEGRA,2026-08-06,1785995400,2026-08-06 02:50:00,22.7,12,4.0,9.4,249,996.4,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1785995700,2026-08-06 02:55:00,22.8,13,3.1,7.2,288,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785996000,2026-08-06 03:00:00,22.7,13,6.2,16.6,306,996.4,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1785996300,2026-08-06 03:05:00,23.1,12,4.8,13.0,262,996.3,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1785996600,2026-08-06 03:10:00,22.8,12,5.3,14.8,224,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785996900,2026-08-06 03:15:00,22.6,13,2.9,7.2,240,996.1,903.7,0.0,
PUNTA_NEGRA,2026-08-06,1785997200,2026-08-06 03:20:00,22.4,13,2.1,7.2,279,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785997500,2026-08-06 03:25:00,22.4,13,4.3,9.4,255,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785997800,2026-08-06 03:30:00,22.7,13,8.2,25.6,19,995.9,903.5,0.0,
PUNTA_NEGRA,2026-08-06,1785998100,2026-08-06 03:35:00,22.9,13,3.5,9.4,284,996.1,903.6,0.0,
PUNTA_NEGRA,2026-08-06,1785998400,2026-08-06 03:40:00,22.7,13,4.9,9.4,263,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785998700,2026-08-06 03:45:00,22.5,14,3.3,7.2,210,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785999000,2026-08-06 03:50:00,22.4,13,2.7,5.4,264,996.0,903.6,0.0,
PUNTA_NEGRA,2026-08-06,1785999300,2026-08-06 03:55:00,22.3,14,0.8,1.8,212,996.1,903.7,0.0,
PUNTA_NEGRA,2026-08-06,1785999600,2026-08-06 04:00:00,21.9,14,2.8,7.2,76,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1785999900,2026-08-06 04:05:00,22.1,14,5.7,13.0,273,996.1,903.7,0.0,
PUNTA_NEGRA,2026-08-06,1786000200,2026-08-06 04:10:00,22.3,14,6.6,13.0,283,996.0,903.5,0.0,
PUNTA_NEGRA,2026-08-06,1786000500,2026-08-06 04:15:00,22.1,14,3.5,5.4,333,996.0,903.6,0.0,
PUNTA_NEGRA,2026-08-06,1786000800,2026-08-06 04:20:00,22.0,14,2.6,5.4,201,996.1,903.7,0.0,
PUNTA_NEGRA,2026-08-06,1786001100,2026-08-06 04:25:00,21.8,14,1.6,3.6,247,996.2,903.8,0.0,
PUNTA_NEGRA,2026-08-06,1786002900,2026-08-06 04:55:00,21.9,16,1.8,3.6,305,996.3,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1786003200,2026-08-06 05:00:00,21.9,16,3.6,3.6,226,996.3,903.9,0.0,
PUNTA_NEGRA,2026-08-06,1786003500,2026-08-06 05:05:00,21.9,16,2.5,5.4,224,996.7,904.3,0.0,
PUNTA_NEGRA,2026-08-06,1786003800,2026-08-06 05:10:00,21.5,16,4.6,11.2,227,996.6,904.2,0.0,
PUNTA_NEGRA,2026-08-06,1786004100,2026-08-06 05:15:00,21.7,16,6.1,13.0,271,996.8,904.4,0.0,
PUNTA_NEGRA,2026-08-06,1786004400,2026-08-06 05:20:00,22.0,16,5.0,11.2,288,996.8,904.4,0.0,
PUNTA_NEGRA,2026-08-06,1786004700,2026-08-06 05:25:00,21.8,16,5.5,13.0,307,997.1,904.7,0.0,
PUNTA_NEGRA,2026-08-06,1786005000,2026-08-06 05:30:00,21.8,17,2.0,5.4,223,997.2,904.8,0.0,
PUNTA_NEGRA,2026-08-06,1786005300,2026-08-06 05:35:00,21.3,18,1.4,3.6,178,997.3,904.9,0.0,
