estacion,fecha,hora_unix,fecha_hora,temp_c,humedad_pct,viento_kmh,viento_rafaga_kmh,direcc_grados,presion_relativa_hpa,presion_absoluta_hpa,lluvia_diaria_mm,solar_wm2
INTA_POCITO,2026-08-12,1786503600,2026-08-12 00:00:00,8.3,50,0.0,0.0,132,1022.9,942.3,0.0,
INTA_POCITO,2026-08-12,1786503900,2026-08-12 00:05:00,8.6,49,0.0,0.0,138,1022.7,942.1,0.0,
INTA_POCITO,2026-08-12,1786504200,2026-08-12 00:10:00,8.5,51,0.0,0.0,155,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786504500,2026-08-12 00:15:00,8.3,51,0.0,0.0,187,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786504800,2026-08-12 00:20:00,8.2,52,0.0,0.0,155,1022.3,941.7,0.0,
INTA_POCITO,2026-08-12,1786505100,2026-08-12 00:25:00,7.9,52,0.0,0.0,133,1022.2,941.6,0.0,
INTA_POCITO,2026-08-12,1786505400,2026-08-12 00:30:00,8.1,52,0.0,0.0,121,1022.4,941.8,0.0,
INTA_POCITO,2026-08-12,1786505700,2026-08-12 00:35:00,8.0,52,0.0,0.0,138,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786506000,2026-08-12 00:40:00,8.0,51,0.0,0.0,150,1022.6,942.0,0.0,
INTA_POCITO,2026-08-12,1786506300,2026-08-12 00:45:00,7.6,54,0.0,0.0,149,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786506600,2026-08-12 00:50:00,7.4,54,0.0,0.0,160,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786506900,2026-08-12 00:55:00,7.3,54,0.0,0.0,148,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786507200,2026-08-12 01:00:00,7.2,56,0.0,0.0,147,1022.4,941.8,0.0,
INTA_POCITO,2026-08-12,1786507500,2026-08-12 01:05:00,6.9,58,0.0,0.0,150,1022.4,941.8,0.0,
INTA_POCITO,2026-08-12,1786507800,2026-08-12 01:10:00,6.6,59,0.0,0.0,178,1022.5,941.9,0.0,
INTA_POCITO,2026-08-12,1786508100,2026-08-12 01:15:00,6.6,59,0.0,0.0,192,1022.4,941.8,0.0,
INTA_POCITO,2026-08-12,1786508400,2026-08-12 01:20:00,6.4,59,0.0,0.0,147,1022.4,941.7,0.0,
INTA_POCITO,2026-08-12,1786508700,2026-08-12 01:25:00,6.3,60,0.0,0.0,170,1022.2,941.6,0.0,
INTA_POCITO,2026-08-12,1786509000,2026-08-12 01:30:00,6.2,61,0.0,0.0,170,1022.3,941.7,0.0,
INTA_POCITO,2026-08-12,1786509300,2026-08-12 01:35:00,6.0,62,0.0,0.0,170,1022.1,941.5,0.0,
INTA_POCITO,2026-08-12,1786509600,2026-08-12 01:40:00,5.7,63,0.0,0.0,166,1022.1,941.5,0.0,
INTA_POCITO,2026-08-12,1786509900,2026-08-12 01:45:00,5.7,63,0.0,0.0,164,1022.1,941.5,0.0,
INTA_POCITO,2026-08-12,1786510200,2026-08-12 01:50:00,5.7,64,0.0,0.0,164,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786510500,2026-08-12 01:55:00,5.6,63,0.0,0.0,164,1022.1,941.5,0.0,
INTA_POCITO,2026-08-12,1786510800,2026-08-12 02:00:00,5.8,62,0.0,0.0,164,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786511100,2026-08-12 02:05:00,5.9,62,0.0,0.0,161,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786511400,2026-08-12 02:10:00,6.3,60,0.0,0.0,143,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786511700,2026-08-12 02:15:00,6.6,61,0.0,0.0,142,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786512000,2026-08-12 02:20:00,6.4,62,0.0,0.0,146,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786512300,2026-08-12 02:25:00,6.3,62,0.0,0.0,145,1022.0,941.4,0.0,
INTA_POCITO,2026-08-12,1786512600,2026-08-12 02:30:00,6.5,61,0.0,0.0,135,1022.0,941.3,0.0,
